annee,semestre,carte,anonymat,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2024-2025,6,E00004,A190006E,CHE3204,2,Sacko Amadou,M,11.53,2022,SRI
2024-2025,6,E00005,A75D5270,CHE3204,2,Mata Lassana,M,13.67,2022,GL
2024-2025,6,E00006,A6D2E2D5,CHE3204,2,Oumar Bakary,M,10.84,2022,SRI
2024-2025,6,E00007,A4212DA2,CHE3204,2,Gano Cheick,M,10.69,2022,LT
2024-2025,6,E00008,AC19DFDC,CHE3204,2,Cheick Koudia,F,13.98,2022,SRI
2024-2025,6,E00009,AD250B21,CHE3204,2,Aminata Sada,M,3.86,2022,GM
2024-2025,6,E00010,A5839876,CHE3204,2,Haidara Samba,M,12.52,2022,GC
2024-2025,6,E00011,A0228131,CHE3204,2,Abdou Alhassane,M,17.03,2022,GC
2024-2025,6,E00012,A62939E7,CHE3204,2,Issa Mamane,M,9.43,2022,GC
2024-2025,6,E00013,A7503F7E,CHE3204,2,Lassana Amadou,M,15.48,2022,GC
2024-2025,6,E00014,A524C782,CHE3204,2,Berg Adama,F,8.78,2022,IS
2024-2025,6,E00015,AB5844E1,CHE3204,2,BÃ¢ Samba,M,4.04,2022,GC
2024-2025,6,E00016,A4E8C4AD,CHE3204,2,Tao Seydou,M,10.1,2022,IS
2024-2025,6,E00017,A87CF157,CHE3204,2,Sacko Amadou,M,12.43,2022,IA
2024-2025,6,E00018,ABFF24B9,CHE3204,2,KassÃ© Daouda,M,14.93,2022,GC
2024-2025,6,E00019,AEDA5D5A,CHE3204,2,Nana Abdou,M,13.8,2022,LT
2024-2025,6,E00020,ACFC186F,CHE3204,2,Gakou Ousmane,M,8.76,2022,GE
2024-2025,6,E00021,A9569544,CHE3204,2,MaÃ¯ga Oumar,M,12.79,2022,GL
2024-2025,6,E00022,A4094484,CHE3204,2,Coulibaly Lamine,M,7.91,2022,IS
2024-2025,6,E00023,A9BDA72C,CHE3204,2,TraorÃ© AÃ¯ssata,F,18.83,2022,IS
2024-2025,6,E00024,A4736843,CHE3204,2,Koman Bakary,M,15.24,2022,SRI
2024-2025,6,E00025,AC253EB3,CHE3204,2,Yacouba Amadou,M,17.64,2022,LT
2024-2025,6,E00026,A71C609F,CHE3204,2,Cheick Fousseyni,M,15.45,2022,GE
2024-2025,6,E00027,A4E28B16,CHE3204,2,Moussa Daouda,M,12.15,2022,IS
2024-2025,6,E00028,A6513012,CHE3204,2,Zacharie Mamane,M,9.04,2022,GE
2024-2025,6,E00029,A56240A6,CHE3204,2,Bintou Cheick,M,8.99,2022,GM
2024-2025,6,E00030,AB608D03,CHE3204,2,Tandja Djibril,M,9.99,2022,LT
2024-2025,6,E00031,A00C3A73,CHE3204,2,MaÃ¯ga Mahamadou,M,10.08,2022,GC
2024-2025,6,E00032,A9BBEDF8,CHE3204,2,DiabatÃ© Ibrahim,M,11.57,2022,GC
2024-2025,6,E00033,A942F390,CHE3204,2,Koman Moussa,M,9.4,2022,IA
2024-2025,6,E00034,AFC188CA,CHE3204,2,Zongo M'mah,F,11.37,2022,GL
2024-2025,6,E00035,A1C6B928,CHE3204,2,Fofana Karim,M,6.71,2022,LT
2024-2025,6,E00036,AF7F2900,CHE3204,2,BerthÃ© Zakari,M,5.08,2022,IA
2024-2025,6,E00037,A3DF7076,CHE3204,2,Cheick Mahamane,M,10.12,2022,LT
2024-2025,6,E00038,A418725A,CHE3204,2,WagatÃ© Brahima,M,14.58,2022,GL
2024-2025,6,E00039,A0187015,CHE3204,2,Sitan Ladji,M,9.01,2022,GL
2024-2025,6,E00040,A4F44AC8,CHE3204,2,Fatoumata Habib,M,4.97,2022,GM
2024-2025,6,E00041,A8F1DD24,CHE3204,2,Adama Daouda,M,12.55,2022,GL
2024-2025,6,E00042,A91AE139,CHE3204,2,Zongo Mamane,M,11.42,2022,LT
2024-2025,6,E00043,A963C000,CHE3204,2,Karim Adama,M,13.96,2022,GC
2024-2025,6,E00044,A6DBBCEC,CHE3204,2,Mariam Samba,M,7.6,2022,GE
2024-2025,6,E00045,A3F82578,CHE3204,2,Bakary DjÃ©nÃ©bou,F,11.54,2022,IA
2024-2025,6,E00046,AC03601F,CHE3204,2,Gano Ousmane,M,12.56,2022,GE
2024-2025,6,E00047,ADE7BBA7,CHE3204,2,Salif Kassim,M,9.61,2022,IS
2024-2025,6,E00048,A7A315CB,CHE3204,2,Bamba Abdoulaye,M,9.13,2022,GE
2024-2025,6,E00049,AB083FAC,CHE3204,2,Zongo Oumou,F,8.69,2022,SRI
2024-2025,6,E00050,AC437556,CHE3204,2,Hawa Mohamed,M,12.71,2022,IS
2024-2025,6,E00051,AB38BCDD,CHE3204,2,Hawa Daouda,M,14.26,2022,GM
2024-2025,6,E00052,A80FDBC8,CHE3204,2,Adama TiÃ©coura,M,20.0,2022,GE
2024-2025,6,E00053,A9BCB0DE,CHE3204,2,Bintou Fanta,F,16.75,2022,IA
2024-2025,6,E00054,A333054E,CHE3204,2,Kouriba Kassim,M,7.09,2022,LT
2024-2025,6,E00055,A91D31E7,CHE3204,2,Gano Sidi,M,8.68,2022,GC
2024-2025,6,E00056,A927986E,CHE3204,2,Zongo Fousseyni,M,15.65,2022,GM
2024-2025,6,E00057,A1EB07A8,CHE3204,2,Amadou Daouda,M,12.79,2022,GM
2024-2025,6,E00058,A5BC36B7,CHE3204,2,Koman SoumaÃ¯la,M,11.09,2022,GC
2024-2025,6,E00059,ADEA787A,CHE3204,2,Gakou FodÃ©,M,13.56,2022,GC
2024-2025,6,E00060,A7A85913,CHE3204,2,Abdoulaye Ousmane,M,9.48,2022,GM
2024-2025,6,E00061,A22B4460,CHE3204,2,ZouolÃ© Bakary,M,16.92,2022,GE
2024-2025,6,E00062,A8F4F757,CHE3204,2,WagatÃ© Alhassane,M,12.33,2022,GC
2024-2025,6,E00063,A5604299,CHE3204,2,Awa Rabi,F,5.49,2022,IS
2024-2025,6,E00064,A3047E4F,CHE3204,2,Salimata Alhassane,M,12.42,2022,GE
2024-2025,6,E00065,A7971C16,CHE3204,2,Yacouba Mohamed,M,9.53,2022,GM
2024-2025,6,E00066,A2814D2D,CHE3204,2,Adama Souleymane,M,4.29,2022,SRI
2024-2025,6,E00067,A9775279,CHE3204,2,Guindo Lamine,M,14.51,2022,IA
2024-2025,6,E00068,A1A98FDB,CHE3204,2,Kadiatou Moussa,M,3.9,2022,SRI
2024-2025,6,E00069,A2316511,CHE3204,2,Yacouba Seydou,M,13.27,2022,GE
2024-2025,6,E00070,AAEFF9B9,CHE3204,2,Amadou Ladji,M,9.51,2022,LT
2024-2025,6,E00071,A1849B2F,CHE3204,2,Berg Ahou,F,16.28,2022,LT
2024-2025,6,E00072,A65E1D57,CHE3204,2,Zoumana Mohamed,M,14.08,2022,IS
2024-2025,6,E00073,AFA1AED6,CHE3204,2,Issa Adama,M,16.31,2022,GE
2024-2025,6,E00074,AF7F9AC7,CHE3204,2,Dabo AssÃ©tou,F,11.85,2022,GC
2024-2025,6,E00075,A4605A34,CHE3204,2,KÃ©ita Bakary,M,7.18,2022,GL
2024-2025,6,E00076,A9A0FAC3,CHE3204,2,Adama Mahamane,M,9.66,2022,LT
2024-2025,6,E00077,A97886FA,CHE3204,2,Fanta Habib,M,12.07,2022,GC
2024-2025,6,E00078,A67D9400,CHE3204,2,Gakou Yacouba,M,12.26,2022,GL
2024-2025,6,E00079,A62E2C53,CHE3204,2,Kadiatou Ladji,M,18.02,2022,GM
2024-2025,6,E00080,A3D93B88,CHE3204,2,Halima Seydou,M,14.83,2022,IS
2024-2025,6,E00081,A314E89D,CHE3204,2,Berg Kassim,M,6.47,2022,IA
2024-2025,6,E00082,A4F36A97,CHE3204,2,Ouattara Elhadj,M,13.75,2022,LT
2024-2025,6,E00083,A5FA13F8,CHE3204,2,Oumar Zakari,M,12.34,2022,GL
2024-2025,6,E00084,ACA6376A,CHE3204,2,Barry Sidi,M,17.58,2022,GM
2024-2025,6,E00085,AB06BA57,CHE3204,2,Moussa Sada,M,8.9,2022,GM
2024-2025,6,E00086,A5BE5A0D,CHE3204,2,Alassane Amadou,M,9.69,2022,GE
2024-2025,6,E00087,A1675D0C,CHE3204,2,Abdou Awa,F,10.27,2022,GM
2024-2025,6,E00088,A9CF3F60,CHE3204,2,DiabatÃ© Hawa,F,17.54,2022,GE
2024-2025,6,E00089,A5BB0532,CHE3204,2,Salimata Moussa,M,7.9,2022,IS
2024-2025,6,E00090,A23ABD0F,CHE3204,2,Camara Halimatou,F,13.46,2022,GM
2024-2025,6,E00091,AA0D438D,CHE3204,2,WagatÃ© Sali,F,10.34,2022,GE
2024-2025,6,E00092,A557E7CD,CHE3204,2,Awa Sidi,M,9.97,2022,IA
2024-2025,6,E00093,A43C829F,CHE3204,2,BerthÃ© Zouley,F,16.26,2022,LT
2024-2025,6,E00094,AEC73A34,CHE3204,2,Zacharie TiÃ©coura,M,11.68,2022,GE
2024-2025,6,E00095,A5FE5B0A,CHE3204,2,Oumar AÃ¯ssata,F,5.1,2022,IS
2024-2025,6,E00096,A8DE957F,CHE3204,2,Mariam Zakari,M,9.29,2022,GL
2024-2025,6,E00097,A45E313E,CHE3204,2,Alassane Djibril,M,9.55,2022,IA
2024-2025,6,E00098,A992DD35,CHE3204,2,KassÃ© Harouna,M,11.58,2022,GE
2024-2025,6,E00099,A9151729,CHE3204,2,Awa Cheick,M,8.07,2022,SRI
2024-2025,6,E00100,A02C63B9,CHE3204,2,Bissikolo Boureima,M,15.36,2022,GM
2024-2025,6,E00101,A038F4DD,CHE3204,2,AÃ¯cha Samba,M,13.98,2022,GE
2024-2025,6,E00102,AD5D5AAD,CHE3204,2,Boly DjÃ©nÃ©ba,F,7.55,2022,GL
2024-2025,6,E00103,A0C47CCC,CHE3204,2,Younoussa Bakary,M,9.12,2022,LT
2024-2025,6,E00104,A9277349,CHE3204,2,Coulibaly Zakari,M,8.84,2022,IS
2024-2025,6,E00105,AAEA5C1C,CHE3204,2,Sacko Ousmane,M,9.47,2022,SRI
2024-2025,6,E00106,A1D272BA,CHE3204,2,Mariam Kassim,M,7.86,2022,IA
2024-2025,6,E00107,A6024AC1,CHE3204,2,WagatÃ© Adama,F,14.04,2022,GC
2024-2025,6,E00108,A2D16FEF,CHE3204,2,KonÃ© Kassim,M,13.62,2022,GL
2024-2025,6,E00109,AEE9BDEB,CHE3204,2,Nafissa Habib,M,11.73,2022,IS
2024-2025,6,E00110,A3A069A0,CHE3204,2,Djibril Bintou,F,9.34,2022,IS
2024-2025,6,E00111,AD5CEF95,CHE3204,2,Sylla Oumar,M,10.13,2022,IA
2024-2025,6,E00112,A872396B,CHE3204,2,Mariam Mamane,M,11.12,2022,IA
2024-2025,6,E00113,A6E4D677,CHE3204,2,Bintou Youssouf,M,12.21,2022,IS
2024-2025,6,E00114,ABE1537E,CHE3204,2,Djibril Nouhou,M,10.66,2022,GL
2024-2025,6,E00115,A4F7BF7F,CHE3204,2,Moussa Nafissa,F,7.05,2022,GL
2024-2025,6,E00116,AA0C9A0C,CHE3204,2,Boly M'mah,F,20.0,2022,GL
2024-2025,6,E00117,AC34AF84,CHE3204,2,Bamba Abdoulaye,M,7.45,2022,IS
2024-2025,6,E00118,A44A4412,CHE3204,2,Djibril Amadou,M,13.38,2022,SRI
2024-2025,6,E00119,A11F9052,CHE3204,2,Abdoulaye Rachid,M,17.38,2022,GM
2024-2025,6,E00120,A0A52A09,CHE3204,2,Sali Alhassane,M,11.28,2022,IS
2024-2025,6,E00121,AE470214,CHE3204,2,TraorÃ© Mahamane,M,10.68,2022,GE
2024-2025,6,E00122,A8ADCC13,CHE3204,2,Barry Sidi,M,8.46,2022,LT
2024-2025,6,E00123,A65C2555,CHE3204,2,Sata Zacharie,M,6.42,2022,SRI
2024-2025,6,E00124,AF5F6207,CHE3204,2,Boly Cheick,M,17.3,2022,IA
2024-2025,6,E00125,A3287DBB,CHE3204,2,Bakary Habib,M,11.4,2022,SRI
2024-2025,6,E00126,AFB1EF00,CHE3204,2,TourÃ© Amadou,M,13.44,2022,LT
2024-2025,6,E00127,AA684560,CHE3204,2,Boly Souleymane,M,19.88,2022,LT
2024-2025,6,E00128,A88A40B0,CHE3204,2,Abdoulaye Rabi,F,13.15,2022,IS
2024-2025,6,E00129,A3E3DCE6,CHE3204,2,AÃ¯cha Koudia,F,12.89,2022,LT
2024-2025,6,E00130,ABFC0B4D,CHE3204,2,Haidara Samba,M,9.31,2022,IA
2024-2025,6,E00131,A67227F9,CHE3204,2,Halima Kassim,M,1.07,2022,LT
2024-2025,6,E00132,A6DC0E17,CHE3204,2,Djibril AÃ¯da,F,11.89,2022,GL
2024-2025,6,E00133,AC432449,CHE3204,2,Dabo Seydou,M,10.51,2022,GE
2024-2025,6,E00134,A0D47A91,CHE3204,2,Gassama Yacouba,M,11.45,2022,IA
2024-2025,6,E00135,A11EFBA2,CHE3204,2,Coulibaly Ladji,M,10.8,2022,LT
2024-2025,6,E00001,A87A7FA1,BIO3205,3,TraorÃ© Koudia,F,10.28,2022,SRI
2024-2025,6,E00002,A039DF16,BIO3205,3,Ouattara Samba,M,10.86,2022,LT
2024-2025,6,E00003,A5BFEE60,BIO3205,3,Bissikolo Cheick,M,8.39,2022,GL
2024-2025,6,E00004,A190006E,BIO3205,3,Sacko Amadou,M,2.35,2022,SRI
2024-2025,6,E00005,A75D5270,BIO3205,3,Mata Lassana,M,3.17,2022,GL
2024-2025,6,E00006,A6D2E2D5,BIO3205,3,Oumar Bakary,M,4.5,2022,SRI
2024-2025,6,E00007,A4212DA2,BIO3205,3,Gano Cheick,M,5.96,2022,LT
2024-2025,6,E00008,AC19DFDC,BIO3205,3,Cheick Koudia,F,2.24,2022,SRI
2024-2025,6,E00009,AD250B21,BIO3205,3,Aminata Sada,M,7.69,2022,GM
2024-2025,6,E00010,A5839876,BIO3205,3,Haidara Samba,M,13.21,2022,GC
2024-2025,6,E00011,A0228131,BIO3205,3,Abdou Alhassane,M,9.92,2022,GC
2024-2025,6,E00012,A62939E7,BIO3205,3,Issa Mamane,M,9.58,2022,GC
2024-2025,6,E00013,A7503F7E,BIO3205,3,Lassana Amadou,M,9.61,2022,GC
2024-2025,6,E00014,A524C782,BIO3205,3,Berg Adama,F,6.91,2022,IS
2024-2025,6,E00015,AB5844E1,BIO3205,3,BÃ¢ Samba,M,5.59,2022,GC
2024-2025,6,E00016,A4E8C4AD,BIO3205,3,Tao Seydou,M,4.55,2022,IS
2024-2025,6,E00017,A87CF157,BIO3205,3,Sacko Amadou,M,8.44,2022,IA
2024-2025,6,E00018,ABFF24B9,BIO3205,3,KassÃ© Daouda,M,8.44,2022,GC
2024-2025,6,E00019,AEDA5D5A,BIO3205,3,Nana Abdou,M,12.53,2022,LT
2024-2025,6,E00020,ACFC186F,BIO3205,3,Gakou Ousmane,M,6.87,2022,GE
2024-2025,6,E00021,A9569544,BIO3205,3,MaÃ¯ga Oumar,M,12.32,2022,GL
2024-2025,6,E00022,A4094484,BIO3205,3,Coulibaly Lamine,M,6.23,2022,IS
2024-2025,6,E00023,A9BDA72C,BIO3205,3,TraorÃ© AÃ¯ssata,F,7.53,2022,IS
2024-2025,6,E00024,A4736843,BIO3205,3,Koman Bakary,M,14.52,2022,SRI
2024-2025,6,E00025,AC253EB3,BIO3205,3,Yacouba Amadou,M,5.92,2022,LT
2024-2025,6,E00026,A71C609F,BIO3205,3,Cheick Fousseyni,M,5.01,2022,GE
2024-2025,6,E00027,A4E28B16,BIO3205,3,Moussa Daouda,M,6.93,2022,IS
2024-2025,6,E00028,A6513012,BIO3205,3,Zacharie Mamane,M,8.51,2022,GE
2024-2025,6,E00029,A56240A6,BIO3205,3,Bintou Cheick,M,5.25,2022,GM
2024-2025,6,E00030,AB608D03,BIO3205,3,Tandja Djibril,M,6.47,2022,LT
2024-2025,6,E00031,A00C3A73,BIO3205,3,MaÃ¯ga Mahamadou,M,4.06,2022,GC
2024-2025,6,E00032,A9BBEDF8,BIO3205,3,DiabatÃ© Ibrahim,M,11.1,2022,GC
2024-2025,6,E00033,A942F390,BIO3205,3,Koman Moussa,M,10.73,2022,IA
2024-2025,6,E00034,AFC188CA,BIO3205,3,Zongo M'mah,F,7.32,2022,GL
2024-2025,6,E00035,A1C6B928,BIO3205,3,Fofana Karim,M,0.0,2022,LT
2024-2025,6,E00036,AF7F2900,BIO3205,3,BerthÃ© Zakari,M,2.56,2022,IA
2024-2025,6,E00037,A3DF7076,BIO3205,3,Cheick Mahamane,M,10.6,2022,LT
2024-2025,6,E00038,A418725A,BIO3205,3,WagatÃ© Brahima,M,13.24,2022,GL
2024-2025,6,E00039,A0187015,BIO3205,3,Sitan Ladji,M,8.74,2022,GL
2024-2025,6,E00040,A4F44AC8,BIO3205,3,Fatoumata Habib,M,4.99,2022,GM
2024-2025,6,E00041,A8F1DD24,BIO3205,3,Adama Daouda,M,9.0,2022,GL
2024-2025,6,E00042,A91AE139,BIO3205,3,Zongo Mamane,M,13.52,2022,LT
2024-2025,6,E00043,A963C000,BIO3205,3,Karim Adama,M,9.61,2022,GC
2024-2025,6,E00044,A6DBBCEC,BIO3205,3,Mariam Samba,M,6.98,2022,GE
2024-2025,6,E00045,A3F82578,BIO3205,3,Bakary DjÃ©nÃ©bou,F,7.83,2022,IA
2024-2025,6,E00046,AC03601F,BIO3205,3,Gano Ousmane,M,10.81,2022,GE
2024-2025,6,E00047,ADE7BBA7,BIO3205,3,Salif Kassim,M,15.49,2022,IS
2024-2025,6,E00048,A7A315CB,BIO3205,3,Bamba Abdoulaye,M,8.59,2022,GE
2024-2025,6,E00049,AB083FAC,BIO3205,3,Zongo Oumou,F,8.5,2022,SRI
2024-2025,6,E00050,AC437556,BIO3205,3,Hawa Mohamed,M,5.53,2022,IS
2024-2025,6,E00051,AB38BCDD,BIO3205,3,Hawa Daouda,M,6.01,2022,GM
2024-2025,6,E00052,A80FDBC8,BIO3205,3,Adama TiÃ©coura,M,8.95,2022,GE
2024-2025,6,E00053,A9BCB0DE,BIO3205,3,Bintou Fanta,F,14.13,2022,IA
2024-2025,6,E00054,A333054E,BIO3205,3,Kouriba Kassim,M,11.18,2022,LT
2024-2025,6,E00055,A91D31E7,BIO3205,3,Gano Sidi,M,13.99,2022,GC
2024-2025,6,E00056,A927986E,BIO3205,3,Zongo Fousseyni,M,7.03,2022,GM
2024-2025,6,E00057,A1EB07A8,BIO3205,3,Amadou Daouda,M,11.19,2022,GM
2024-2025,6,E00058,A5BC36B7,BIO3205,3,Koman SoumaÃ¯la,M,6.69,2022,GC
2024-2025,6,E00059,ADEA787A,BIO3205,3,Gakou FodÃ©,M,8.05,2022,GC
2024-2025,6,E00060,A7A85913,BIO3205,3,Abdoulaye Ousmane,M,11.97,2022,GM
2024-2025,6,E00061,A22B4460,BIO3205,3,ZouolÃ© Bakary,M,5.92,2022,GE
2024-2025,6,E00062,A8F4F757,BIO3205,3,WagatÃ© Alhassane,M,12.33,2022,GC
2024-2025,6,E00063,A5604299,BIO3205,3,Awa Rabi,F,7.82,2022,IS
2024-2025,6,E00064,A3047E4F,BIO3205,3,Salimata Alhassane,M,8.5,2022,GE
2024-2025,6,E00065,A7971C16,BIO3205,3,Yacouba Mohamed,M,7.69,2022,GM
2024-2025,6,E00066,A2814D2D,BIO3205,3,Adama Souleymane,M,4.51,2022,SRI
2024-2025,6,E00067,A9775279,BIO3205,3,Guindo Lamine,M,8.07,2022,IA
2024-2025,6,E00068,A1A98FDB,BIO3205,3,Kadiatou Moussa,M,6.57,2022,SRI
2024-2025,6,E00069,A2316511,BIO3205,3,Yacouba Seydou,M,9.51,2022,GE
2024-2025,6,E00070,AAEFF9B9,BIO3205,3,Amadou Ladji,M,12.14,2022,LT
2024-2025,6,E00071,A1849B2F,BIO3205,3,Berg Ahou,F,2.43,2022,LT
2024-2025,6,E00072,A65E1D57,BIO3205,3,Zoumana Mohamed,M,12.27,2022,IS
2024-2025,6,E00073,AFA1AED6,BIO3205,3,Issa Adama,M,8.97,2022,GE
2024-2025,6,E00074,AF7F9AC7,BIO3205,3,Dabo AssÃ©tou,F,12.4,2022,GC
2024-2025,6,E00075,A4605A34,BIO3205,3,KÃ©ita Bakary,M,7.14,2022,GL
2024-2025,6,E00076,A9A0FAC3,BIO3205,3,Adama Mahamane,M,8.48,2022,LT
2024-2025,6,E00077,A97886FA,BIO3205,3,Fanta Habib,M,6.46,2022,GC
2024-2025,6,E00078,A67D9400,BIO3205,3,Gakou Yacouba,M,8.89,2022,GL
2024-2025,6,E00079,A62E2C53,BIO3205,3,Kadiatou Ladji,M,13.42,2022,GM
2024-2025,6,E00080,A3D93B88,BIO3205,3,Halima Seydou,M,12.36,2022,IS
2024-2025,6,E00081,A314E89D,BIO3205,3,Berg Kassim,M,11.45,2022,IA
2024-2025,6,E00082,A4F36A97,BIO3205,3,Ouattara Elhadj,M,8.06,2022,LT
2024-2025,6,E00083,A5FA13F8,BIO3205,3,Oumar Zakari,M,11.22,2022,GL
2024-2025,6,E00084,ACA6376A,BIO3205,3,Barry Sidi,M,12.74,2022,GM
2024-2025,6,E00085,AB06BA57,BIO3205,3,Moussa Sada,M,9.69,2022,GM
2024-2025,6,E00086,A5BE5A0D,BIO3205,3,Alassane Amadou,M,14.15,2022,GE
2024-2025,6,E00087,A1675D0C,BIO3205,3,Abdou Awa,F,4.66,2022,GM
2024-2025,6,E00088,A9CF3F60,BIO3205,3,DiabatÃ© Hawa,F,10.85,2022,GE
2024-2025,6,E00089,A5BB0532,BIO3205,3,Salimata Moussa,M,6.92,2022,IS
2024-2025,6,E00090,A23ABD0F,BIO3205,3,Camara Halimatou,F,5.62,2022,GM
2024-2025,6,E00091,AA0D438D,BIO3205,3,WagatÃ© Sali,F,11.33,2022,GE
2024-2025,6,E00092,A557E7CD,BIO3205,3,Awa Sidi,M,7.32,2022,IA
2024-2025,6,E00093,A43C829F,BIO3205,3,BerthÃ© Zouley,F,11.25,2022,LT
2024-2025,6,E00094,AEC73A34,BIO3205,3,Zacharie TiÃ©coura,M,13.32,2022,GE
2024-2025,6,E00095,A5FE5B0A,BIO3205,3,Oumar AÃ¯ssata,F,4.66,2022,IS
2024-2025,6,E00096,A8DE957F,BIO3205,3,Mariam Zakari,M,8.56,2022,GL
2024-2025,6,E00097,A45E313E,BIO3205,3,Alassane Djibril,M,8.25,2022,IA
2024-2025,6,E00098,A992DD35,BIO3205,3,KassÃ© Harouna,M,8.5,2022,GE
2024-2025,6,E00099,A9151729,BIO3205,3,Awa Cheick,M,5.27,2022,SRI
2024-2025,6,E00100,A02C63B9,BIO3205,3,Bissikolo Boureima,M,12.24,2022,GM
2024-2025,6,E00101,A038F4DD,BIO3205,3,AÃ¯cha Samba,M,10.83,2022,GE
2024-2025,6,E00102,AD5D5AAD,BIO3205,3,Boly DjÃ©nÃ©ba,F,12.2,2022,GL
2024-2025,6,E00103,A0C47CCC,BIO3205,3,Younoussa Bakary,M,10.64,2022,LT
2024-2025,6,E00104,A9277349,BIO3205,3,Coulibaly Zakari,M,5.89,2022,IS
2024-2025,6,E00105,AAEA5C1C,BIO3205,3,Sacko Ousmane,M,9.41,2022,SRI
2024-2025,6,E00106,A1D272BA,BIO3205,3,Mariam Kassim,M,11.24,2022,IA
2024-2025,6,E00107,A6024AC1,BIO3205,3,WagatÃ© Adama,F,3.71,2022,GC
2024-2025,6,E00108,A2D16FEF,BIO3205,3,KonÃ© Kassim,M,6.02,2022,GL
2024-2025,6,E00109,AEE9BDEB,BIO3205,3,Nafissa Habib,M,6.56,2022,IS
2024-2025,6,E00110,A3A069A0,BIO3205,3,Djibril Bintou,F,16.12,2022,IS
2024-2025,6,E00111,AD5CEF95,BIO3205,3,Sylla Oumar,M,10.1,2022,IA
2024-2025,6,E00112,A872396B,BIO3205,3,Mariam Mamane,M,6.95,2022,IA
2024-2025,6,E00113,A6E4D677,BIO3205,3,Bintou Youssouf,M,7.35,2022,IS
2024-2025,6,E00114,ABE1537E,BIO3205,3,Djibril Nouhou,M,7.13,2022,GL
2024-2025,6,E00115,A4F7BF7F,BIO3205,3,Moussa Nafissa,F,11.99,2022,GL
2024-2025,6,E00116,AA0C9A0C,BIO3205,3,Boly M'mah,F,4.13,2022,GL
2024-2025,6,E00117,AC34AF84,BIO3205,3,Bamba Abdoulaye,M,10.12,2022,IS
2024-2025,6,E00118,A44A4412,BIO3205,3,Djibril Amadou,M,7.74,2022,SRI
2024-2025,6,E00119,A11F9052,BIO3205,3,Abdoulaye Rachid,M,7.09,2022,GM
2024-2025,6,E00120,A0A52A09,BIO3205,3,Sali Alhassane,M,8.9,2022,IS
2024-2025,6,E00121,AE470214,BIO3205,3,TraorÃ© Mahamane,M,2.15,2022,GE
2024-2025,6,E00122,A8ADCC13,BIO3205,3,Barry Sidi,M,15.91,2022,LT
2024-2025,6,E00123,A65C2555,BIO3205,3,Sata Zacharie,M,3.92,2022,SRI
2024-2025,6,E00124,AF5F6207,BIO3205,3,Boly Cheick,M,13.62,2022,IA
2024-2025,6,E00125,A3287DBB,BIO3205,3,Bakary Habib,M,7.14,2022,SRI
2024-2025,6,E00126,AFB1EF00,BIO3205,3,TourÃ© Amadou,M,14.64,2022,LT
2024-2025,6,E00127,AA684560,BIO3205,3,Boly Souleymane,M,11.82,2022,LT
2024-2025,6,E00128,A88A40B0,BIO3205,3,Abdoulaye Rabi,F,11.03,2022,IS
2024-2025,6,E00129,A3E3DCE6,BIO3205,3,AÃ¯cha Koudia,F,9.69,2022,LT
2024-2025,6,E00130,ABFC0B4D,BIO3205,3,Haidara Samba,M,9.37,2022,IA
2024-2025,6,E00131,A67227F9,BIO3205,3,Halima Kassim,M,9.41,2022,LT
2024-2025,6,E00132,A6DC0E17,BIO3205,3,Djibril AÃ¯da,F,20.0,2022,GL
2024-2025,6,E00133,AC432449,BIO3205,3,Dabo Seydou,M,4.79,2022,GE
2024-2025,6,E00134,A0D47A91,BIO3205,3,Gassama Yacouba,M,6.12,2022,IA
2024-2025,6,E00135,A11EFBA2,BIO3205,3,Coulibaly Ladji,M,4.23,2022,LT
2024-2025,6,E00001,A87A7FA1,PHY3206,2,TraorÃ© Koudia,F,16.44,2022,SRI
2024-2025,6,E00002,A039DF16,PHY3206,2,Ouattara Samba,M,16.46,2022,LT
2024-2025,6,E00003,A5BFEE60,PHY3206,2,Bissikolo Cheick,M,20.0,2022,GL
2024-2025,6,E00004,A190006E,PHY3206,2,Sacko Amadou,M,11.74,2022,SRI
2024-2025,6,E00005,A75D5270,PHY3206,2,Mata Lassana,M,13.68,2022,GL
2024-2025,6,E00006,A6D2E2D5,PHY3206,2,Oumar Bakary,M,5.95,2022,SRI
2024-2025,6,E00007,A4212DA2,PHY3206,2,Gano Cheick,M,11.54,2022,LT
2024-2025,6,E00008,AC19DFDC,PHY3206,2,Cheick Koudia,F,9.06,2022,SRI
2024-2025,6,E00009,AD250B21,PHY3206,2,Aminata Sada,M,15.89,2022,GM
2024-2025,6,E00010,A5839876,PHY3206,2,Haidara Samba,M,16.37,2022,GC
2024-2025,6,E00011,A0228131,PHY3206,2,Abdou Alhassane,M,13.18,2022,GC
2024-2025,6,E00012,A62939E7,PHY3206,2,Issa Mamane,M,16.13,2022,GC
2024-2025,6,E00013,A7503F7E,PHY3206,2,Lassana Amadou,M,13.39,2022,GC
2024-2025,6,E00014,A524C782,PHY3206,2,Berg Adama,F,11.42,2022,IS
2024-2025,6,E00015,AB5844E1,PHY3206,2,BÃ¢ Samba,M,13.36,2022,GC
2024-2025,6,E00016,A4E8C4AD,PHY3206,2,Tao Seydou,M,6.78,2022,IS
2024-2025,6,E00017,A87CF157,PHY3206,2,Sacko Amadou,M,11.75,2022,IA
