annee,semestre,anonymat,carte,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2027-2028,9,A54A23D1,F00107,ANG5104,2,Sacko Brahima,M,11.2,2023,LT
2027-2028,9,A0288345,F00108,ANG5104,2,Rahmatou Younoussa,M,14.13,2023,GM
2027-2028,9,A0BE5B7D,F00109,ANG5104,2,Oumar Hadja,F,6.22,2023,IS
2027-2028,9,A49F5BD5,F00110,ANG5104,2,Issa Boureima,M,3.35,2023,GL
2027-2028,9,A9AA4F9F,F00111,ANG5104,2,Koné Nouhou,M,9.26,2023,GE
2027-2028,9,A18993BC,F00112,ANG5104,2,Oumou Fodé,M,6.26,2023,IA
2027-2028,9,A9D52CF7,F00113,ANG5104,2,Karim Abdoulaye,M,8.66,2023,GL
2027-2028,9,A8D3E19D,F00114,ANG5104,2,Sata Aïssatou,F,11.04,2023,IA
2027-2028,9,A907181F,F00115,ANG5104,2,Yattabaye Habib,M,10.32,2023,GM
2027-2028,9,AF75E1EF,F00116,ANG5104,2,Mahamadou Lassana,M,2.46,2023,GL
2027-2028,9,AEA5F7B4,F00117,ANG5104,2,Zouma Seydou,M,5.24,2023,SRI
2027-2028,9,AC10DDA4,F00118,ANG5104,2,Kadiatou Mohamed,M,11.17,2023,GM
2027-2028,9,A5095B03,F00119,ANG5104,2,Salif Younoussa,M,13.13,2023,GM
2027-2028,9,A074D50A,F00120,ANG5104,2,Sacko Youssouf,M,11.61,2023,GL
2027-2028,9,A7BB1A62,F00001,GEO5105,2,Rahmatou Nana,F,4.32,2023,LT
2027-2028,9,ADC19A8B,F00002,GEO5105,2,Abdou Yacouba,M,14.0,2023,GC
2027-2028,9,A108F8C1,F00003,GEO5105,2,Nafissa Brahima,M,8.59,2023,IA
2027-2028,9,A1756E5A,F00004,GEO5105,2,Gassama Lamine,M,10.33,2023,GL
2027-2028,9,A3CCAED9,F00005,GEO5105,2,Fatoumata Karim,M,7.66,2023,IS
2027-2028,9,AE25882A,F00006,GEO5105,2,Sali Mahamane,M,6.85,2023,GL
2027-2028,9,A6183C96,F00007,GEO5105,2,Cheick Mahamane,M,7.87,2023,GE
2027-2028,9,AB9FC187,F00008,GEO5105,2,Gano Abdoulaye,M,12.96,2023,GC
2027-2028,9,A7B1999E,F00009,GEO5105,2,Zouolé M'mah,F,9.16,2023,GE
2027-2028,9,A78A6B20,F00010,GEO5105,2,Lassana Abdoulaye,M,9.11,2023,GE
2027-2028,9,AC9D7C0C,F00011,GEO5105,2,Hawa Lamine,M,1.92,2023,GM
2027-2028,9,AE1CE666,F00012,GEO5105,2,Wagaté Assa,F,9.69,2023,IS
2027-2028,9,AE5D2575,F00013,GEO5105,2,Oumou Ousmane,M,14.26,2023,IS
2027-2028,9,A61D3BE6,F00014,GEO5105,2,Kassé Seydou,M,6.54,2023,IA
2027-2028,9,ACF1EE03,F00015,GEO5105,2,Adama Habib,M,9.61,2023,SRI
2027-2028,9,AC69B29A,F00016,GEO5105,2,Souleymane Aminata,F,7.76,2023,GE
2027-2028,9,A2752648,F00017,GEO5105,2,Karim Issiaka,M,6.56,2023,IA
2027-2028,9,A2CF4B70,F00018,GEO5105,2,Karim Nouhou,M,11.47,2023,GL
2027-2028,9,A3D82D75,F00019,GEO5105,2,Aminata Issa,M,14.62,2023,GE
2027-2028,9,A61CCCC0,F00020,GEO5105,2,Sow Issa,M,3.96,2023,IA
2027-2028,9,A11AFFBB,F00021,GEO5105,2,Yattabaye Mawa,F,2.24,2023,LT
2027-2028,9,AFF236BC,F00022,GEO5105,2,Rabi Issiaka,M,7.73,2023,GC
2027-2028,9,A3296CE9,F00023,GEO5105,2,Sissoko Sada,M,8.4,2023,GM
2027-2028,9,A6C3E6DA,F00024,GEO5105,2,Berg Tidjani,M,14.58,2023,GL
2027-2028,9,A6C41A2D,F00025,GEO5105,2,Sali Sidi,M,8.88,2023,GE
2027-2028,9,A71A2ADE,F00026,GEO5105,2,Zacharie Amadou,M,11.13,2023,IA
2027-2028,9,ACBA3708,F00027,GEO5105,2,Alou Ibrahim,M,15.83,2023,LT
2027-2028,9,AA389DB9,F00028,GEO5105,2,Rabi Mohamed,M,9.85,2023,IS
2027-2028,9,AA3F55D2,F00029,GEO5105,2,Bakary Tidjani,M,2.66,2023,IS
2027-2028,9,A1D0474C,F00030,GEO5105,2,Kadiatou Hadja,F,14.95,2023,GL
2027-2028,9,AA3F576A,F00031,GEO5105,2,Bamba Tiécoura,M,13.51,2023,LT
2027-2028,9,AA5B2A8C,F00032,GEO5105,2,Sylla Karim,M,8.66,2023,SRI
2027-2028,9,AE95D1C3,F00033,GEO5105,2,Zouma Cheick,M,6.25,2023,SRI
2027-2028,9,A628986B,F00034,GEO5105,2,Zouolé Kassim,M,6.06,2023,GC
2027-2028,9,A10B11A7,F00035,GEO5105,2,Makan Akissi,F,7.95,2023,GM
2027-2028,9,A284E515,F00036,GEO5105,2,Koné Kadidia,F,8.29,2023,GL
2027-2028,9,AE1B54C3,F00037,GEO5105,2,Haidara Salif,M,7.18,2023,GM
2027-2028,9,A367BE12,F00038,GEO5105,2,Awa Zacharie,M,10.57,2023,SRI
2027-2028,9,A91E4212,F00039,GEO5105,2,Sali Younoussa,M,12.31,2023,GE
2027-2028,9,A922066C,F00040,GEO5105,2,Barry Harouna,M,11.39,2023,IA
2027-2028,9,A1154B6A,F00041,GEO5105,2,Oumou Ahou,F,8.61,2023,SRI
2027-2028,9,AA579395,F00042,GEO5105,2,Salimata Youssouf,M,8.25,2023,SRI
2027-2028,9,A60A2195,F00043,GEO5105,2,Salimata Adama,F,9.05,2023,LT
2027-2028,9,A9146A8B,F00044,GEO5105,2,Gano Sada,M,6.52,2023,IS
2027-2028,9,A31212C8,F00045,GEO5105,2,Kouriba Habib,M,12.69,2023,IS
2027-2028,9,AE2AF623,F00046,GEO5105,2,Cissé Nafissatou,F,2.29,2023,SRI
2027-2028,9,A0CE64EF,F00047,GEO5105,2,Karim Brahima,M,10.64,2023,GM
2027-2028,9,A7AD4DBC,F00048,GEO5105,2,Bissikolo Brahima,M,13.26,2023,SRI
2027-2028,9,A78283F8,F00049,GEO5105,2,Kassé Daouda,M,13.45,2023,GL
2027-2028,9,AAA75498,F00050,GEO5105,2,Amadou Yacouba,M,9.33,2023,GE
2027-2028,9,A1E8F550,F00051,GEO5105,2,Tandja Zakari,M,5.3,2023,GL
2027-2028,9,AE9682DA,F00052,GEO5105,2,Sacko Zénab,F,8.77,2023,GC
2027-2028,9,ABE29B5C,F00053,GEO5105,2,Gassama Lassana,M,13.34,2023,LT
2027-2028,9,AEF9A7AC,F00054,GEO5105,2,Fofana Younoussa,M,4.64,2023,SRI
2027-2028,9,A9DCE119,F00055,GEO5105,2,Bintou Fanta,F,17.33,2023,GC
2027-2028,9,A0EDB264,F00056,GEO5105,2,Bouna Youssouf,M,4.16,2023,IS
2027-2028,9,A2E7DE3F,F00057,GEO5105,2,Kanté Sada,M,9.59,2023,LT
2027-2028,9,A0D1BA39,F00058,GEO5105,2,Ouattara Younoussa,M,7.14,2023,LT
2027-2028,9,ABD54415,F00059,GEO5105,2,Kanté Soumaïla,M,1.9,2023,LT
2027-2028,9,A2773363,F00060,GEO5105,2,Kanté Elhadj,M,9.7,2023,GE
2027-2028,9,ADE54179,F00061,GEO5105,2,Sidibé Harouna,M,10.28,2023,GE
2027-2028,9,A9D4F6EB,F00062,GEO5105,2,Guindo Mohamed,M,8.17,2023,LT
2027-2028,9,AA5802C8,F00063,GEO5105,2,Koné Souleymane,M,10.15,2023,SRI
2027-2028,9,A7453AEE,F00064,GEO5105,2,Kouyaté Modibo,M,6.52,2023,GE
2027-2028,9,A1D4DED4,F00065,GEO5105,2,Nabintou Tidjani,M,9.28,2023,GL
2027-2028,9,A2ABC76D,F00066,GEO5105,2,Bintou Zouley,F,5.62,2023,SRI
2027-2028,9,A21B0A8C,F00067,GEO5105,2,Djité Mawa,F,9.74,2023,IA
2027-2028,9,A1C1C4A5,F00068,GEO5105,2,Rabi Mahamane,M,9.96,2023,GC
2027-2028,9,A038DD4A,F00069,GEO5105,2,Ibrahim Djibril,M,2.92,2023,IS
2027-2028,9,A92BFB40,F00070,GEO5105,2,Mahamadou Adama,M,8.65,2023,IS
2027-2028,9,A5F201B0,F00071,GEO5105,2,Ouattara Ladji,M,4.17,2023,IS
2027-2028,9,A6656995,F00072,GEO5105,2,Gassama Zouley,F,14.68,2023,GE
2027-2028,9,AB666AF0,F00073,GEO5105,2,Mamadou Ahou,F,2.82,2023,GM
2027-2028,9,A45CF74A,F00074,GEO5105,2,Moussa Lassana,M,2.19,2023,GC
2027-2028,9,AB93E075,F00075,GEO5105,2,Coulibaly Fatou,F,6.65,2023,GM
2027-2028,9,A5F56EE0,F00076,GEO5105,2,Fofana Adama,M,12.17,2023,GE
2027-2028,9,AF9CEB43,F00077,GEO5105,2,Sitan Harouna,M,9.13,2023,IS
2027-2028,9,AE161A9C,F00078,GEO5105,2,Kanté Youssouf,M,9.11,2023,IS
2027-2028,9,AFF25F3F,F00079,GEO5105,2,Lala Kassim,M,9.37,2023,GE
2027-2028,9,A7CCF786,F00080,GEO5105,2,Boly Abdoulaye,M,11.05,2023,SRI
2027-2028,9,A3248AF0,F00081,GEO5105,2,Hawa Mahamane,M,9.16,2023,IS
2027-2028,9,A48F3CE5,F00082,GEO5105,2,Mamadou Sidi,M,12.96,2023,LT
2027-2028,9,A9FCD804,F00083,GEO5105,2,Diarra Bakary,M,9.58,2023,GM
2027-2028,9,A87DD770,F00084,GEO5105,2,Karim Soumaïla,M,17.43,2023,GC
2027-2028,9,AEAB2F18,F00085,GEO5105,2,Bakary Mahamadou,M,14.91,2023,IA
2027-2028,9,A32B16A3,F00086,GEO5105,2,Berthé Oumou,F,7.28,2023,SRI
2027-2028,9,A36305E6,F00087,GEO5105,2,Lala Issiaka,M,12.11,2023,SRI
2027-2028,9,A4AA4AA3,F00088,GEO5105,2,Abdou Lamine,M,7.45,2023,SRI
2027-2028,9,A705FF46,F00089,GEO5105,2,Makan Harouna,M,11.41,2023,GC
2027-2028,9,AA8F4E58,F00090,GEO5105,2,Nabintou Tiécoura,M,3.22,2023,GE
2027-2028,9,AA42A4CA,F00091,GEO5105,2,Diabaté Nouhou,M,6.65,2023,IA
2027-2028,9,A6218E69,F00092,GEO5105,2,Salimata Habib,M,18.62,2023,SRI
2027-2028,9,AF35EB50,F00093,GEO5105,2,Sidibé Kadi,F,9.92,2023,GE
2027-2028,9,A2E3AEF7,F00094,GEO5105,2,Awa Cheick,M,7.09,2023,GM
2027-2028,9,AFAF150F,F00095,GEO5105,2,Mata Lassana,M,11.18,2023,GL
2027-2028,9,AA690E06,F00096,GEO5105,2,Halima Zakari,M,7.74,2023,GL
2027-2028,9,A73B595C,F00097,GEO5105,2,Bâ Sali,F,12.07,2023,GL
2027-2028,9,A5CE42A3,F00098,GEO5105,2,Sangaré Zana,F,6.61,2023,LT
2027-2028,9,AB7F377E,F00099,GEO5105,2,Camara Hawa,F,11.03,2023,GC
2027-2028,9,A04D53F9,F00100,GEO5105,2,Gakou Aminata,F,11.45,2023,LT
2027-2028,9,A2210786,F00101,GEO5105,2,Djibril Amadou,M,11.09,2023,IS
2027-2028,9,AD6CB60E,F00102,GEO5105,2,Oumar Djibril,M,8.73,2023,GL
2027-2028,9,ACAAC401,F00103,GEO5105,2,Fofana Modibo,M,19.17,2023,GM
2027-2028,9,A2A38E0A,F00104,GEO5105,2,Keita Zénabou,F,5.13,2023,GM
2027-2028,9,AC7156AC,F00105,GEO5105,2,Mamadou Koudia,F,4.13,2023,LT
2027-2028,9,ADC095BB,F00106,GEO5105,2,Bintou Abdoulaye,M,14.5,2023,GM
2027-2028,9,A54A23D1,F00107,GEO5105,2,Sacko Brahima,M,5.06,2023,LT
2027-2028,9,A0288345,F00108,GEO5105,2,Rahmatou Younoussa,M,10.31,2023,GM
2027-2028,9,A0BE5B7D,F00109,GEO5105,2,Oumar Hadja,F,4.83,2023,IS
2027-2028,9,A49F5BD5,F00110,GEO5105,2,Issa Boureima,M,5.7,2023,GL
2027-2028,9,A9AA4F9F,F00111,GEO5105,2,Koné Nouhou,M,6.38,2023,GE
2027-2028,9,A18993BC,F00112,GEO5105,2,Oumou Fodé,M,9.61,2023,IA
2027-2028,9,A9D52CF7,F00113,GEO5105,2,Karim Abdoulaye,M,8.07,2023,GL
2027-2028,9,A8D3E19D,F00114,GEO5105,2,Sata Aïssatou,F,9.28,2023,IA
2027-2028,9,A907181F,F00115,GEO5105,2,Yattabaye Habib,M,9.41,2023,GM
2027-2028,9,AF75E1EF,F00116,GEO5105,2,Mahamadou Lassana,M,10.4,2023,GL
2027-2028,9,AEA5F7B4,F00117,GEO5105,2,Zouma Seydou,M,1.29,2023,SRI
2027-2028,9,AC10DDA4,F00118,GEO5105,2,Kadiatou Mohamed,M,10.33,2023,GM
2027-2028,9,A5095B03,F00119,GEO5105,2,Salif Younoussa,M,11.13,2023,GM
2027-2028,9,A074D50A,F00120,GEO5105,2,Sacko Youssouf,M,5.33,2023,GL
2027-2028,9,A7BB1A62,F00001,MTH5106,3,Rahmatou Nana,F,16.1,2023,LT
2027-2028,9,ADC19A8B,F00002,MTH5106,3,Abdou Yacouba,M,7.54,2023,GC
2027-2028,9,A108F8C1,F00003,MTH5106,3,Nafissa Brahima,M,12.89,2023,IA
2027-2028,9,A1756E5A,F00004,MTH5106,3,Gassama Lamine,M,13.14,2023,GL
2027-2028,9,A3CCAED9,F00005,MTH5106,3,Fatoumata Karim,M,5.74,2023,IS
2027-2028,9,AE25882A,F00006,MTH5106,3,Sali Mahamane,M,17.16,2023,GL
2027-2028,9,A6183C96,F00007,MTH5106,3,Cheick Mahamane,M,12.39,2023,GE
2027-2028,9,AB9FC187,F00008,MTH5106,3,Gano Abdoulaye,M,11.0,2023,GC
2027-2028,9,A7B1999E,F00009,MTH5106,3,Zouolé M'mah,F,14.89,2023,GE
2027-2028,9,A78A6B20,F00010,MTH5106,3,Lassana Abdoulaye,M,8.63,2023,GE
2027-2028,9,AC9D7C0C,F00011,MTH5106,3,Hawa Lamine,M,6.06,2023,GM
2027-2028,9,AE1CE666,F00012,MTH5106,3,Wagaté Assa,F,11.34,2023,IS
2027-2028,9,AE5D2575,F00013,MTH5106,3,Oumou Ousmane,M,15.56,2023,IS
2027-2028,9,A61D3BE6,F00014,MTH5106,3,Kassé Seydou,M,14.22,2023,IA
2027-2028,9,ACF1EE03,F00015,MTH5106,3,Adama Habib,M,0.63,2023,SRI
2027-2028,9,AC69B29A,F00016,MTH5106,3,Souleymane Aminata,F,9.54,2023,GE
2027-2028,9,A2752648,F00017,MTH5106,3,Karim Issiaka,M,16.2,2023,IA
2027-2028,9,A2CF4B70,F00018,MTH5106,3,Karim Nouhou,M,7.94,2023,GL
2027-2028,9,A3D82D75,F00019,MTH5106,3,Aminata Issa,M,14.95,2023,GE
2027-2028,9,A61CCCC0,F00020,MTH5106,3,Sow Issa,M,10.28,2023,IA
2027-2028,9,A11AFFBB,F00021,MTH5106,3,Yattabaye Mawa,F,14.09,2023,LT
2027-2028,9,AFF236BC,F00022,MTH5106,3,Rabi Issiaka,M,9.38,2023,GC
2027-2028,9,A3296CE9,F00023,MTH5106,3,Sissoko Sada,M,15.19,2023,GM
2027-2028,9,A6C3E6DA,F00024,MTH5106,3,Berg Tidjani,M,13.77,2023,GL
2027-2028,9,A6C41A2D,F00025,MTH5106,3,Sali Sidi,M,20.0,2023,GE
2027-2028,9,A71A2ADE,F00026,MTH5106,3,Zacharie Amadou,M,16.19,2023,IA
2027-2028,9,ACBA3708,F00027,MTH5106,3,Alou Ibrahim,M,19.21,2023,LT
2027-2028,9,AA389DB9,F00028,MTH5106,3,Rabi Mohamed,M,9.95,2023,IS
2027-2028,9,AA3F55D2,F00029,MTH5106,3,Bakary Tidjani,M,8.34,2023,IS
2027-2028,9,A1D0474C,F00030,MTH5106,3,Kadiatou Hadja,F,12.92,2023,GL
2027-2028,9,AA3F576A,F00031,MTH5106,3,Bamba Tiécoura,M,11.85,2023,LT
2027-2028,9,AA5B2A8C,F00032,MTH5106,3,Sylla Karim,M,4.15,2023,SRI
2027-2028,9,AE95D1C3,F00033,MTH5106,3,Zouma Cheick,M,12.46,2023,SRI
2027-2028,9,A628986B,F00034,MTH5106,3,Zouolé Kassim,M,14.55,2023,GC
2027-2028,9,A10B11A7,F00035,MTH5106,3,Makan Akissi,F,15.88,2023,GM
2027-2028,9,A284E515,F00036,MTH5106,3,Koné Kadidia,F,12.58,2023,GL
2027-2028,9,AE1B54C3,F00037,MTH5106,3,Haidara Salif,M,6.76,2023,GM
2027-2028,9,A367BE12,F00038,MTH5106,3,Awa Zacharie,M,13.96,2023,SRI
2027-2028,9,A91E4212,F00039,MTH5106,3,Sali Younoussa,M,13.26,2023,GE
2027-2028,9,A922066C,F00040,MTH5106,3,Barry Harouna,M,4.08,2023,IA
2027-2028,9,A1154B6A,F00041,MTH5106,3,Oumou Ahou,F,16.93,2023,SRI
2027-2028,9,AA579395,F00042,MTH5106,3,Salimata Youssouf,M,17.84,2023,SRI
2027-2028,9,A60A2195,F00043,MTH5106,3,Salimata Adama,F,10.33,2023,LT
2027-2028,9,A9146A8B,F00044,MTH5106,3,Gano Sada,M,10.94,2023,IS
2027-2028,9,A31212C8,F00045,MTH5106,3,Kouriba Habib,M,9.24,2023,IS
2027-2028,9,AE2AF623,F00046,MTH5106,3,Cissé Nafissatou,F,3.83,2023,SRI
2027-2028,9,A0CE64EF,F00047,MTH5106,3,Karim Brahima,M,8.44,2023,GM
2027-2028,9,A7AD4DBC,F00048,MTH5106,3,Bissikolo Brahima,M,3.32,2023,SRI
2027-2028,9,A78283F8,F00049,MTH5106,3,Kassé Daouda,M,11.14,2023,GL
2027-2028,9,AAA75498,F00050,MTH5106,3,Amadou Yacouba,M,9.96,2023,GE
2027-2028,9,A1E8F550,F00051,MTH5106,3,Tandja Zakari,M,10.59,2023,GL
2027-2028,9,AE9682DA,F00052,MTH5106,3,Sacko Zénab,F,12.39,2023,GC
2027-2028,9,ABE29B5C,F00053,MTH5106,3,Gassama Lassana,M,11.4,2023,LT
2027-2028,9,AEF9A7AC,F00054,MTH5106,3,Fofana Younoussa,M,9.44,2023,SRI
2027-2028,9,A9DCE119,F00055,MTH5106,3,Bintou Fanta,F,13.35,2023,GC
2027-2028,9,A0EDB264,F00056,MTH5106,3,Bouna Youssouf,M,6.75,2023,IS
2027-2028,9,A2E7DE3F,F00057,MTH5106,3,Kanté Sada,M,8.58,2023,LT
2027-2028,9,A0D1BA39,F00058,MTH5106,3,Ouattara Younoussa,M,13.12,2023,LT
2027-2028,9,ABD54415,F00059,MTH5106,3,Kanté Soumaïla,M,3.43,2023,LT
2027-2028,9,A2773363,F00060,MTH5106,3,Kanté Elhadj,M,12.46,2023,GE
2027-2028,9,ADE54179,F00061,MTH5106,3,Sidibé Harouna,M,14.15,2023,GE
2027-2028,9,A9D4F6EB,F00062,MTH5106,3,Guindo Mohamed,M,13.64,2023,LT
2027-2028,9,AA5802C8,F00063,MTH5106,3,Koné Souleymane,M,13.2,2023,SRI
2027-2028,9,A7453AEE,F00064,MTH5106,3,Kouyaté Modibo,M,6.34,2023,GE
2027-2028,9,A1D4DED4,F00065,MTH5106,3,Nabintou Tidjani,M,9.55,2023,GL
2027-2028,9,A2ABC76D,F00066,MTH5106,3,Bintou Zouley,F,15.5,2023,SRI
2027-2028,9,A21B0A8C,F00067,MTH5106,3,Djité Mawa,F,14.5,2023,IA
2027-2028,9,A1C1C4A5,F00068,MTH5106,3,Rabi Mahamane,M,12.08,2023,GC
2027-2028,9,A038DD4A,F00069,MTH5106,3,Ibrahim Djibril,M,5.69,2023,IS
2027-2028,9,A92BFB40,F00070,MTH5106,3,Mahamadou Adama,M,6.98,2023,IS
2027-2028,9,A5F201B0,F00071,MTH5106,3,Ouattara Ladji,M,8.59,2023,IS
2027-2028,9,A6656995,F00072,MTH5106,3,Gassama Zouley,F,10.6,2023,GE
2027-2028,9,AB666AF0,F00073,MTH5106,3,Mamadou Ahou,F,7.77,2023,GM
2027-2028,9,A45CF74A,F00074,MTH5106,3,Moussa Lassana,M,10.03,2023,GC
2027-2028,9,AB93E075,F00075,MTH5106,3,Coulibaly Fatou,F,13.83,2023,GM
2027-2028,9,A5F56EE0,F00076,MTH5106,3,Fofana Adama,M,19.92,2023,GE
2027-2028,9,AF9CEB43,F00077,MTH5106,3,Sitan Harouna,M,16.59,2023,IS
2027-2028,9,AE161A9C,F00078,MTH5106,3,Kanté Youssouf,M,4.65,2023,IS
2027-2028,9,AFF25F3F,F00079,MTH5106,3,Lala Kassim,M,9.73,2023,GE
2027-2028,9,A7CCF786,F00080,MTH5106,3,Boly Abdoulaye,M,10.69,2023,SRI
2027-2028,9,A3248AF0,F00081,MTH5106,3,Hawa Mahamane,M,14.86,2023,IS
2027-2028,9,A48F3CE5,F00082,MTH5106,3,Mamadou Sidi,M,11.95,2023,LT
2027-2028,9,A9FCD804,F00083,MTH5106,3,Diarra Bakary,M,11.32,2023,GM
2027-2028,9,A87DD770,F00084,MTH5106,3,Karim Soumaïla,M,11.17,2023,GC
2027-2028,9,AEAB2F18,F00085,MTH5106,3,Bakary Mahamadou,M,11.33,2023,IA
2027-2028,9,A32B16A3,F00086,MTH5106,3,Berthé Oumou,F,14.63,2023,SRI
2027-2028,9,A36305E6,F00087,MTH5106,3,Lala Issiaka,M,14.95,2023,SRI
2027-2028,9,A4AA4AA3,F00088,MTH5106,3,Abdou Lamine,M,11.97,2023,SRI
2027-2028,9,A705FF46,F00089,MTH5106,3,Makan Harouna,M,12.27,2023,GC
2027-2028,9,AA8F4E58,F00090,MTH5106,3,Nabintou Tiécoura,M,11.44,2023,GE
2027-2028,9,AA42A4CA,F00091,MTH5106,3,Diabaté Nouhou,M,8.23,2023,IA
2027-2028,9,A6218E69,F00092,MTH5106,3,Salimata Habib,M,13.06,2023,SRI
2027-2028,9,AF35EB50,F00093,MTH5106,3,Sidibé Kadi,F,13.73,2023,GE
2027-2028,9,A2E3AEF7,F00094,MTH5106,3,Awa Cheick,M,10.27,2023,GM
2027-2028,9,AFAF150F,F00095,MTH5106,3,Mata Lassana,M,16.55,2023,GL
2027-2028,9,AA690E06,F00096,MTH5106,3,Halima Zakari,M,10.65,2023,GL
2027-2028,9,A73B595C,F00097,MTH5106,3,Bâ Sali,F,16.45,2023,GL
2027-2028,9,A5CE42A3,F00098,MTH5106,3,Sangaré Zana,F,10.51,2023,LT
2027-2028,9,AB7F377E,F00099,MTH5106,3,Camara Hawa,F,14.27,2023,GC
2027-2028,9,A04D53F9,F00100,MTH5106,3,Gakou Aminata,F,16.93,2023,LT
2027-2028,9,A2210786,F00101,MTH5106,3,Djibril Amadou,M,15.28,2023,IS
2027-2028,9,AD6CB60E,F00102,MTH5106,3,Oumar Djibril,M,15.38,2023,GL
2027-2028,9,ACAAC401,F00103,MTH5106,3,Fofana Modibo,M,14.93,2023,GM
2027-2028,9,A2A38E0A,F00104,MTH5106,3,Keita Zénabou,F,11.42,2023,GM
2027-2028,9,AC7156AC,F00105,MTH5106,3,Mamadou Koudia,F,8.81,2023,LT
2027-2028,9,ADC095BB,F00106,MTH5106,3,Bintou Abdoulaye,M,14.3,2023,GM
2027-2028,9,A54A23D1,F00107,MTH5106,3,Sacko Brahima,M,9.95,2023,LT
2027-2028,9,A0288345,F00108,MTH5106,3,Rahmatou Younoussa,M,10.91,2023,GM
2027-2028,9,A0BE5B7D,F00109,MTH5106,3,Oumar Hadja,F,7.36,2023,IS
2027-2028,9,A49F5BD5,F00110,MTH5106,3,Issa Boureima,M,12.58,2023,GL
2027-2028,9,A9AA4F9F,F00111,MTH5106,3,Koné Nouhou,M,7.79,2023,GE
2027-2028,9,A18993BC,F00112,MTH5106,3,Oumou Fodé,M,3.9,2023,IA
2027-2028,9,A9D52CF7,F00113,MTH5106,3,Karim Abdoulaye,M,9.02,2023,GL
2027-2028,9,A8D3E19D,F00114,MTH5106,3,Sata Aïssatou,F,9.94,2023,IA
2027-2028,9,A907181F,F00115,MTH5106,3,Yattabaye Habib,M,10.3,2023,GM
2027-2028,9,AF75E1EF,F00116,MTH5106,3,Mahamadou Lassana,M,10.65,2023,GL
2027-2028,9,AEA5F7B4,F00117,MTH5106,3,Zouma Seydou,M,4.15,2023,SRI
2027-2028,9,AC10DDA4,F00118,MTH5106,3,Kadiatou Mohamed,M,8.85,2023,GM
2027-2028,9,A5095B03,F00119,MTH5106,3,Salif Younoussa,M,17.73,2023,GM
2027-2028,9,A074D50A,F00120,MTH5106,3,Sacko Youssouf,M,12.68,2023,GL
2027-2028,9,A7BB1A62,F00001,GEO5107,4,Rahmatou Nana,F,15.18,2023,LT
2027-2028,9,ADC19A8B,F00002,GEO5107,4,Abdou Yacouba,M,19.56,2023,GC
2027-2028,9,A108F8C1,F00003,GEO5107,4,Nafissa Brahima,M,10.9,2023,IA
2027-2028,9,A1756E5A,F00004,GEO5107,4,Gassama Lamine,M,16.07,2023,GL
2027-2028,9,A3CCAED9,F00005,GEO5107,4,Fatoumata Karim,M,7.91,2023,IS
2027-2028,9,AE25882A,F00006,GEO5107,4,Sali Mahamane,M,18.23,2023,GL
2027-2028,9,A6183C96,F00007,GEO5107,4,Cheick Mahamane,M,13.55,2023,GE
2027-2028,9,AB9FC187,F00008,GEO5107,4,Gano Abdoulaye,M,11.65,2023,GC
2027-2028,9,A7B1999E,F00009,GEO5107,4,Zouolé M'mah,F,19.55,2023,GE
2027-2028,9,A78A6B20,F00010,GEO5107,4,Lassana Abdoulaye,M,10.27,2023,GE
2027-2028,9,AC9D7C0C,F00011,GEO5107,4,Hawa Lamine,M,4.67,2023,GM
2027-2028,9,AE1CE666,F00012,GEO5107,4,Wagaté Assa,F,15.0,2023,IS
2027-2028,9,AE5D2575,F00013,GEO5107,4,Oumou Ousmane,M,17.82,2023,IS
2027-2028,9,A61D3BE6,F00014,GEO5107,4,Kassé Seydou,M,9.44,2023,IA
2027-2028,9,ACF1EE03,F00015,GEO5107,4,Adama Habib,M,9.44,2023,SRI
2027-2028,9,AC69B29A,F00016,GEO5107,4,Souleymane Aminata,F,9.58,2023,GE
2027-2028,9,A2752648,F00017,GEO5107,4,Karim Issiaka,M,9.95,2023,IA
2027-2028,9,A2CF4B70,F00018,GEO5107,4,Karim Nouhou,M,9.85,2023,GL
2027-2028,9,A3D82D75,F00019,GEO5107,4,Aminata Issa,M,15.65,2023,GE
2027-2028,9,A61CCCC0,F00020,GEO5107,4,Sow Issa,M,16.08,2023,IA
2027-2028,9,A11AFFBB,F00021,GEO5107,4,Yattabaye Mawa,F,16.47,2023,LT
2027-2028,9,AFF236BC,F00022,GEO5107,4,Rabi Issiaka,M,10.64,2023,GC
2027-2028,9,A3296CE9,F00023,GEO5107,4,Sissoko Sada,M,17.33,2023,GM
2027-2028,9,A6C3E6DA,F00024,GEO5107,4,Berg Tidjani,M,20.0,2023,GL
2027-2028,9,A6C41A2D,F00025,GEO5107,4,Sali Sidi,M,11.5,2023,GE
2027-2028,9,A71A2ADE,F00026,GEO5107,4,Zacharie Amadou,M,19.28,2023,IA
2027-2028,9,ACBA3708,F00027,GEO5107,4,Alou Ibrahim,M,13.83,2023,LT
2027-2028,9,AA389DB9,F00028,GEO5107,4,Rabi Mohamed,M,8.54,2023,IS
2027-2028,9,AA3F55D2,F00029,GEO5107,4,Bakary Tidjani,M,11.11,2023,IS
2027-2028,9,A1D0474C,F00030,GEO5107,4,Kadiatou Hadja,F,17.26,2023,GL
2027-2028,9,AA3F576A,F00031,GEO5107,4,Bamba Tiécoura,M,7.67,2023,LT
